parts,label,sample_id,type,cbo,dit,rfc,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,nosi,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,RM_LOC,RM_LCOM5,RM_NADC,RM_ATFD,RM_WMC
train,none,4248456,3,1,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,2,0,0,0,2
train,none,7680525,1,2,1,8,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,5,1,10,0,7,4,0,0,0,37,1,0,40,0,0,0,12
train,none,8219927,2,1,1,4,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,18,10,0,9,0,1,1,3
train,none,5425598,1,3,3,8,0,0,10,0,10,0,0,0,10,1,0,0,3,0,0,3,0,0,0,0,7,0,1,1,1,1,1,8,1,6,2,0,0,0,37,1025,0,44,0.7407,0,0,14
train,none,9394449,1,8,2,31,0.0952381,0.0952381,14,0,13,0,1,0,15,6,0,0,17,1,1,13,1,2,8,13,1,2,17,0,1,11,28,61,5,23,4,0,0,0,129,1024,0,179,1.0769,0,0,58
train,none,8009401,1,10,2,33,0,0,13,0,11,0,2,0,13,0,6,0,13,12,12,1,0,0,12,0,10,2,7,6,2,25,24,55,0,34,7,0,1,0,105,1,0,237,0.9936,1,0,30
train,none,6815544,2,8,1,32,0,0,9,0,0,1,0,8,8,0,0,0,5,0,0,5,0,0,3,1,7,2,5,0,0,6,8,15,1,14,2,0,0,0,148,18,0,76,1.125,0,7,16
train,none,5042781,1,5,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,6,0,0,0,2
train,none,5732518,1,4,3,34,0,0,16,0,13,3,0,0,13,0,0,0,5,0,0,5,0,0,5,0,23,1,16,0,5,1,1,38,3,25,2,0,0,0,54,1,0,184,0.8933,0,0,40
train,none,7512464,2,3,1,12,0,0,8,2,2,3,0,3,5,0,0,0,11,0,0,0,0,11,11,9,14,0,16,0,18,0,24,23,20,14,1,0,0,0,43,24,0,73,1.1429,0,11,29
train,none,8968865,1,1,1,0,0,0,3,0,1,0,0,2,3,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,0,1,0,8,0,3,0,0,1,0,26,1,0,13,0.625,0,0,3
train,none,4229996,1,5,1,6,0,0,10,0,9,0,1,0,10,0,0,0,3,0,0,3,0,0,1,6,7,0,4,0,0,0,3,5,0,5,1,0,2,0,156,1025,0,63,0.9167,0,0,21
train,none,6197424,1,2,1,8,0,0,12,0,12,0,0,0,12,0,0,0,3,0,0,3,0,0,0,2,11,0,1,0,1,4,4,11,8,5,1,0,0,0,22,1,0,50,0.6667,0,0,14
train,none,8804785,2,0,1,0,0,0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,7,1,0,14,1.25,0,2,5
train,none,7152802,1,34,1,40,0,0,15,1,2,13,0,0,2,0,0,0,10,1,0,10,0,0,10,10,15,1,3,2,0,24,8,35,0,35,1,0,0,0,81,17,0,92,0.9786,0,0,28
train,none,7895531,1,13,1,30,0,0,27,1,24,3,0,0,25,0,0,0,7,6,2,5,0,0,6,5,24,1,12,2,6,13,11,25,4,15,2,0,5,0,146,1,0,187,0.9688,0,0,66
train,none,7387764,2,4,1,9,0,0,5,0,4,0,0,1,5,0,0,0,1,0,0,1,0,0,1,0,6,2,1,1,1,3,3,3,2,3,3,0,0,0,28,8,0,32,1.25,0,1,10
train,none,9342531,1,4,1,4,0.52380955,0.71428573,7,0,6,0,1,0,7,1,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,2,0,7,0,4,2,0,0,0,28,1025,0,26,0.7778,0,0,8
train,none,7988090,1,22,2,38,0,0,8,0,2,0,6,0,8,0,0,0,3,0,0,3,0,0,0,0,6,0,5,0,10,6,2,25,0,28,3,0,0,3,101,1,0,92,1,0,0,17
train,none,4050604,2,4,2,5,-1,-1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,0,3,0,0,0,1
train,none,6272855,1,3,1,7,0,0,8,2,0,2,0,6,6,0,7,0,1,0,0,1,0,0,0,11,4,1,3,0,1,0,16,14,5,9,2,0,0,0,37,16,0,49,0.2857,0,0,14
train,none,6988534,1,1,3,1,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,236,0,0,0,1
train,none,7081925,2,6,2,21,0,0,25,0,25,0,0,0,25,0,0,1,1,0,0,1,0,0,0,3,20,0,7,0,5,4,13,34,19,24,2,0,0,0,102,0,0,160,1.0417,0,0,31
train,none,5810647,2,3,1,0,0,0,5,0,4,1,0,0,4,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,5,0,3,0,0,0,0,10,25,0,17,1.25,0,3,5
train,none,3939400,3,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,0,0,0,2
train,none,8564748,1,13,1,21,0,0,4,3,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,6,2,0,3,1,4,4,2,7,0,7,2,0,0,0,105,17,0,49,0,0,0,17
train,none,6427227,1,2,3,0,-1,-1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,1,0,2,0,0,0,1
train,none,6073850,1,5,1,19,0,0,3,1,1,0,2,0,3,0,0,0,2,2,2,0,0,0,2,8,0,0,5,3,2,20,10,19,6,17,3,0,0,0,74,1025,0,58,1.5,0,0,18
train,none,9138075,1,4,1,5,0,0,9,0,8,0,1,0,9,0,0,0,9,4,0,9,0,0,3,0,4,0,5,0,0,7,0,18,1,10,2,0,0,0,58,1,0,32,0.9583,0,0,14
train,none,6484821,1,14,1,7,0,0,5,3,3,2,0,0,3,0,0,0,3,1,0,3,0,0,0,3,4,1,2,0,0,1,0,17,0,11,2,1,1,0,53,1,0,50,0.75,0,0,8
train,none,7762191,2,3,1,0,0,0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,3,0,1,2,1,0,0,0,0,10,0,0,9,1.5,0,1,3
train,none,6035651,1,27,1,53,0,0,8,0,1,0,7,0,8,0,0,0,2,2,0,2,0,0,2,5,10,3,15,4,1,6,1,32,0,27,4,0,0,0,124,1,0,151,1,0,0,40
train,none,6221363,1,6,2,3,0,0,10,0,10,0,0,0,10,0,0,0,2,1,0,0,2,0,0,0,11,0,3,0,1,0,0,2,0,2,1,1,0,0,70,1,0,38,0.9444,0,1,13
train,none,6012953,1,6,2,0,-1,-1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1024,0,1,0,0,0,1
train,none,5799022,1,8,1,6,0,0,4,0,0,0,1,3,4,1,0,0,3,0,0,3,0,0,0,0,2,0,1,0,0,1,0,5,0,6,1,0,0,0,80,1025,0,21,0.8889,0,0,8
train,none,5768412,1,1,5,0,0,0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,11,1,0,6,2,0,0,2
train,none,4246666,1,7,2,10,0,0,3,1,1,0,2,0,3,0,0,0,1,1,0,1,0,0,1,3,1,0,2,1,0,4,0,4,3,2,3,0,0,0,34,1,5,36,0,0,0,9
train,none,7728455,1,3,2,7,0,0,16,0,16,0,0,0,16,0,0,0,11,10,0,11,0,0,10,27,13,0,3,0,2,0,11,50,2,19,1,1,0,0,50,17,0,100,0.8848,0,0,19
train,none,6464947,2,2,1,5,0,0,3,0,0,0,0,3,3,0,1,0,1,0,0,0,0,1,0,0,2,1,1,0,1,0,1,3,0,3,1,0,0,0,23,24,0,15,1.5,0,1,5
train,none,4928696,1,8,1,7,-1,-1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,2,1,1,0,0,0,2,2,6,0,6,1,0,0,0,35,1,2,13,0,0,0,1
train,none,7886445,2,5,1,16,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,9,0,7,3,0,0,0,25,10,0,44,0,0,2,9
train,none,7330361,1,15,1,12,0,0,7,0,6,1,0,0,6,0,1,0,6,1,0,6,0,0,1,0,4,0,2,0,0,7,0,12,1,8,2,2,0,0,87,1,2,56,0.6944,0,0,11
train,none,3978398,1,1,1,1,-1,-1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,3,0,0,0,0,0,4,1,0,1,1,0,0,0,14,1,0,11,0,0,0,3
train,none,7911276,1,5,1,0,0,0,5,0,5,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,20,1024,0,11,0,0,0,5
train,none,6605811,1,2,5,1,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,3,0,0,0,1
train,none,4556325,1,17,2,14,0,0,11,0,11,0,0,0,11,0,0,0,2,1,0,1,0,1,2,1,13,0,4,0,3,0,3,7,0,6,3,1,0,0,72,1,0,52,0.55,0,0,19
train,none,5581462,1,1,1,1,0,0,10,0,10,0,0,0,10,0,0,0,4,0,0,4,0,0,0,1,6,0,0,1,0,5,1,6,1,4,1,0,0,0,20,1,0,35,0.8056,0,0,11
train,none,7961760,1,11,2,19,0,0,9,0,3,1,5,0,8,0,0,0,6,1,0,6,0,0,2,1,3,0,3,1,0,8,2,14,0,12,2,1,0,0,48,1,0,78,0.8542,0,0,13
train,none,6463026,2,0,1,0,0,0,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,9,9,0,14,1.3333,0,3,4
train,none,3949836,2,6,1,3,0,0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,9,17,0,9,1.5,0,1,3
train,none,3863486,1,9,1,10,0,0,7,0,7,0,0,0,7,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,22,1,0,21,0.5833,0,0,7
train,none,7883895,1,14,2,31,0,0,36,17,31,3,2,0,34,0,3,0,8,5,2,6,0,0,5,2,42,1,7,1,7,4,25,55,12,30,4,1,1,0,142,17,0,232,0.9571,0,0,60
train,none,6547476,1,2,1,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,31,1,0,21,0,0,0,7
train,none,4493302,1,8,2,33,0,0,27,0,24,3,0,0,24,0,0,0,13,1,0,13,0,0,13,2,27,0,5,3,5,14,3,30,0,23,2,0,0,0,100,1,1,149,0.9349,0,0,41
train,none,5133545,1,5,1,13,0,0,5,0,3,2,0,0,3,0,0,0,1,1,0,1,0,0,1,3,7,0,2,1,0,3,9,12,2,7,2,0,0,0,43,1,2,61,0.75,0,0,16
train,none,8067041,1,13,2,30,0,0,13,0,0,0,13,0,13,0,0,0,10,0,0,0,10,0,0,0,5,1,2,0,0,3,0,12,0,12,10,0,0,0,71,1,0,64,0.9167,0,0,25
train,none,7476496,3,2,1,0,-1,-1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,1
train,none,7725777,2,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,9,0,0,0,0,0,0
train,none,8974133,2,4,2,2,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,25,10,0,5,2,0,1,2
train,none,5857044,1,1,1,4,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,14,1,0,8,0,0,0,2
train,none,7665235,1,6,3,8,0,0,4,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5,0,4,0,0,2,0,2,0,2,3,0,0,0,31,0,0,24,0,0,0,8
train,none,4431504,2,2,1,9,0,0,11,0,11,0,0,0,11,0,0,0,1,0,0,1,0,0,1,0,10,0,0,0,0,0,0,1,0,1,0,0,0,0,26,9,0,42,1.1,0,10,11
train,none,6654966,3,0,1,0,-1,-1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,72,1,0,1,0,0,0,1
train,none,9506197,1,9,2,9,0,0,2,0,2,0,0,0,2,0,0,0,4,2,2,2,0,0,0,1,0,1,0,0,0,2,2,7,0,7,1,0,0,0,33,1,0,12,0.5,0,0,3
train,none,4273448,1,9,3,7,0,0,5,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,12,7,0,3,0,0,0,0,58,1,0,22,0,0,0,5
train,none,7452272,1,10,3,7,0,0,2,0,1,0,1,0,2,0,0,0,1,1,1,0,0,0,1,3,0,0,0,0,0,0,1,2,0,2,0,0,0,0,32,1,0,5,1,0,0,2
train,none,6458155,1,8,1,5,0,0,4,0,4,0,0,0,4,0,0,0,2,1,1,1,0,0,2,1,2,0,0,0,1,1,0,2,0,2,1,0,0,0,38,1,0,15,0.8333,0,0,5
train,none,7471737,3,2,1,0,-1,-1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,1
train,none,7035620,2,3,1,2,0,0,2,1,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,1,2,0,1,0,1,0,0,2,0,2,0,0,0,0,13,9,0,7,2,0,1,3
train,none,5799314,1,11,1,9,0,0,6,0,4,2,0,0,4,0,0,0,5,0,0,5,0,0,5,0,12,0,1,0,0,0,0,8,0,8,1,0,0,0,38,1,0,46,0.64,0,0,16
train,none,6613156,3,3,1,1,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,5,0,0,0,2
train,none,8290693,1,6,1,3,0,0,15,0,15,0,0,0,15,0,0,0,10,0,0,10,0,0,10,0,13,0,0,0,0,0,6,12,1,11,1,0,0,0,41,1,0,58,0.8929,0,0,16
train,none,5172876,1,19,1,6,0,0,8,0,8,0,0,0,8,0,0,0,3,2,1,2,0,0,2,2,6,0,3,1,0,3,1,4,1,4,1,0,0,0,64,1,1,38,0.8095,0,0,12
train,none,7658621,3,6,1,0,0,0,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,0,12,0,0,0,12
train,none,4545257,1,7,1,2,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,17,1,0,6,0,0,0,2
train,none,8728960,2,5,1,1,0,0,4,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,3,0,1,1,0,0,0,17,9,0,19,0,0,2,5
train,none,7952037,2,20,2,119,0,0,47,0,42,5,0,0,42,0,0,0,7,0,0,7,0,0,0,55,63,16,58,0,1,75,39,60,0,39,4,0,0,0,173,9,2,781,1.0217,0,13,244
train,none,8669663,1,2,1,5,0,0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,3,0,4,0,0,0,1,28,1,0,13,0.6667,0,0,4
train,none,7476183,1,3,1,1,0,0,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,1,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0,9,0.6667,0,0,3
train,none,6572017,1,16,3,23,0,0,14,1,10,2,0,2,12,0,0,0,2,0,0,2,0,0,0,12,9,0,18,0,15,3,28,40,3,13,2,0,0,0,239,1,1,133,0.7692,0,0,37
train,none,6138864,3,1,1,0,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,1
train,none,4400338,1,2,5,0,0,0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,23,1,0,9,1.5,0,0,3
train,none,3874200,3,2,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18,1,0,2,0,0,0,2
train,none,8871773,2,5,2,14,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,0,4,1,0,0,0,18,10,0,29,0,0,2,8
train,none,4249169,1,1,5,0,-1,-1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,26,1,0,3,0,0,0,1
train,none,6117399,2,1,2,1,0,0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,2,0,2,0,0,1,2,1,0,1,0,0,0,0,14,10,0,6,2,0,0,2
train,none,4827314,1,5,4,3,-1,-1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,2,0,2,1,0,0,0,16,1,0,11,0,0,0,4
train,none,4993965,1,25,1,65,0,0,6,2,3,2,0,1,4,0,0,0,5,0,0,5,0,0,5,6,5,3,4,0,0,2,5,17,1,16,3,0,0,0,61,17,0,55,0.8,0,0,12
train,none,4238437,1,6,1,12,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,10,17,0,6,0,0,0,3
train,none,4135708,2,12,1,6,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,2,1,0,0,0,50,10,0,8,0,0,0,3
train,none,4858143,2,2,2,4,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,22,8,0,49,0,0,0,3
train,none,7686388,1,1,1,0,0,0,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,5,3,8,0,4,0,0,0,0,39,1,0,24,0.8571,0,0,8
train,none,7942242,1,1,3,1,0,0,6,0,4,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,1,0,0,0,0,0,30,1,0,18,0,0,0,6
train,none,5052657,1,3,2,4,0,0,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,3,1,0,0,1,20,1,1,9,0,0,0,4
train,none,7134617,1,5,4,6,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,15,1,0,11,0,0,0,3
train,none,9548458,1,15,2,59,0,0,5,0,3,1,1,0,4,0,0,0,4,1,1,3,0,0,2,0,6,5,11,1,0,15,3,38,3,28,4,0,0,0,114,1,4,131,0.9375,0,0,26
train,none,5935402,1,3,1,11,0,0,13,1,12,0,0,1,13,0,0,0,14,9,8,6,0,0,9,14,12,0,3,1,1,12,6,19,1,17,2,0,0,0,66,1,1,55,0.9583,0,0,15
train,none,5018622,1,8,1,10,0,0,47,0,45,1,0,1,46,0,0,0,3,0,0,3,0,0,2,0,14,0,0,2,0,33,0,4,0,4,1,0,0,0,90,1,1,169,0.9275,0,0,54
train,none,9241387,1,6,1,10,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,2,1,1,1,0,0,2,2,3,0,1,1,0,3,0,9,0,7,1,0,0,0,28,17,0,28,0.75,0,0,7
train,none,7025249,1,12,1,2,0,0,57,57,57,0,0,0,58,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0,0,0,0,0,6,0,112,1,0,61,0,0,3,57
train,none,4466087,1,33,5,35,0,0,11,11,4,6,0,1,5,0,0,0,5,5,0,5,0,0,5,16,15,1,7,0,0,5,0,16,0,11,2,1,5,0,136,1,1,90,1,0,0,21
train,none,7997794,2,2,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,6,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,20,10,0,0,0,0,0,0
train,none,4657705,2,5,3,1,-1,-1,2,0,0,1,0,1,1,0,0,0,2,2,1,1,0,0,2,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,24,9,0,5,2,0,0,2
train,none,4714464,3,0,1,0,0,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,6,0,0,0,6
train,none,7718829,2,3,4,4,0,0,3,0,1,0,2,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,4,0,0,3,0,2,0,2,2,0,0,0,28,10,0,21,1.5,0,1,7
train,none,7523283,1,0,1,2,0,0,3,0,3,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,21,1025,0,9,0,0,0,3
train,none,5516476,1,56,1,139,0,0,24,0,14,9,0,1,15,0,0,2,18,4,0,18,0,0,16,15,9,9,3,3,0,43,8,56,19,54,3,0,0,0,194,16,0,226,0.9179,0,0,45
train,none,4371663,1,12,3,15,0,0,4,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6,9,6,3,0,0,11,0,11,4,9,4,0,0,0,56,1,0,69,0,0,0,15
train,none,7513555,1,18,5,22,0,0,9,5,9,0,0,0,9,0,0,0,1,1,1,0,0,0,1,12,7,0,7,0,1,0,6,12,0,10,2,0,0,0,78,17,0,31,1.125,0,0,14
train,none,4533482,1,2,1,2,0,0,4,1,3,1,0,0,3,0,0,0,3,0,0,3,0,0,3,0,4,1,0,0,0,3,0,3,0,3,2,0,0,0,22,1,0,17,0.7778,0,0,5
train,none,5893758,1,3,1,11,0,0,8,2,6,2,0,0,7,0,0,0,4,2,1,3,0,0,2,60,13,0,9,0,4,0,5,11,5,9,2,0,0,0,42,17,0,42,0.75,0,0,18
train,none,4817934,1,10,2,4,0,0,2,0,2,0,0,0,2,0,0,0,7,1,0,7,0,0,7,2,0,0,0,0,0,1,1,10,0,9,1,0,0,0,52,1,0,20,0.2857,0,0,3
train,none,7549648,3,2,1,0,-1,-1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,0,1
train,none,7463516,1,3,1,1,0,0,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,1,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0,9,0.6667,0,0,3
train,none,5055368,2,3,1,0,-1,-1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,8,0,5,0,0,2,1
train,none,7276572,1,1,1,0,0,0,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,11,1,0,24,0.8571,0,0,8
train,none,6387249,1,2,4,1,0,0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,57,17,0,6,2,0,0,2
train,none,3788627,1,4,1,2,0.33333334,0.33333334,4,3,3,1,0,0,3,0,0,0,164,164,164,0,0,0,164,0,3,0,4,0,5,16,104,164,16,164,0,0,0,0,399,17,0,11,1.3252,0,0,8
train,none,9540354,1,3,2,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0,7,0,0,0,2
train,none,8439567,1,5,1,8,0,0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,2,0,0,1,0,1,0,5,0,5,1,0,0,0,45,1,1,19,0.6667,0,0,4
train,none,7648196,1,5,1,3,0,0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,1,1,1,0,0,1,0,1,0,2,0,2,1,0,0,0,69,1,0,16,0.5,0,0,4
train,none,4126029,2,5,1,13,0,0,7,0,4,0,0,3,7,0,6,0,2,0,0,2,0,0,1,4,7,1,3,0,1,2,0,3,0,3,2,0,0,0,39,8,0,31,1.1667,0,2,10
train,none,8435822,2,15,2,23,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,0,12,0,8,3,1,0,0,46,4,1,64,0,0,0,10
train,none,8003657,1,7,8,2,0,0,20,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,56,1025,0,53,0,0,0,20
train,none,6645623,1,21,5,27,0,0,17,0,17,0,0,0,17,0,0,0,2,0,0,2,0,0,1,3,9,17,17,1,3,0,11,79,0,59,5,0,5,0,132,1,0,197,0.5313,0,0,74
train,none,7548967,2,4,2,7,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,3,0,0,0,0,3,0,0,0,21,4,2,27,0,0,4,6
train,none,6207228,1,7,1,9,0,0,11,0,11,0,0,0,11,0,0,0,4,0,0,4,0,0,2,2,5,0,1,0,0,0,2,11,1,8,1,0,0,0,68,1,0,40,0.85,0,0,12
train,none,7594427,1,10,1,30,0,0,7,1,2,3,2,0,4,0,0,0,3,2,1,2,0,0,2,2,5,1,5,0,0,7,0,12,1,9,2,0,0,0,103,1,0,77,0.8889,0,0,19
train,none,7381763,2,8,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,12,9,0,8,0,0,0,2
train,none,6218887,1,1,2,0,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,1
train,none,5689800,1,5,2,12,0,0,4,0,2,0,2,0,4,0,0,0,1,1,0,1,0,0,1,5,3,0,1,1,2,1,2,3,0,3,2,0,0,0,25,1,0,25,1.3333,0,0,7
train,none,4960276,2,11,2,3,0,0,3,0,1,1,0,1,2,0,0,0,4,0,0,4,0,0,4,0,4,0,0,0,1,0,0,5,0,5,2,0,0,0,17,2,0,24,1.5,0,5,5
train,none,6696822,1,16,3,26,0,0,7,0,2,0,4,1,7,0,0,0,0,0,0,0,0,0,0,3,7,0,1,0,0,1,0,10,0,9,1,1,1,0,78,1,0,50,0,0,0,8
