parts,label,sample_id,constructor,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
train,none,4206958,0,1,3,3,18,1,1,3,3,2,1,1,0,0,0,0,5,8,3,2,0,0,21,2,0,0
train,none,4210356,0,1,3,1,3,1,0,0,1,1,1,0,0,0,2,5,0,0,1,0,0,0,4,1,0,0
train,none,4212572,0,1,1,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,64,9,0,1
train,none,4214385,0,2,1,1,4,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0
test,none,4217192,0,3,3,3,5,1,2,1,3,0,0,0,1,0,0,1,0,2,0,0,0,0,26,4,0,1
train,none,4217323,1,2,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,22,1,0,1
test,none,4217515,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,1
train,none,4217571,0,0,2,5,7,1,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,0,18,10,0,1
train,none,4218038,0,3,3,2,4,1,1,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,13,1,0,0
train,none,4218453,0,2,2,0,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,1,0,0
train,none,4219128,0,2,1,1,3,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
test,none,4222354,0,5,1,9,6,1,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0
train,none,4222807,0,5,4,4,14,1,5,2,4,0,0,1,2,0,0,0,2,6,0,3,0,0,19,1,0,0
train,none,4232438,0,3,3,9,13,0,2,1,9,2,2,0,0,0,0,1,1,2,0,2,0,0,35,1,0,1
train,none,4232859,0,3,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,0,1
test,none,4236060,0,1,1,1,4,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,16,1,0,1
train,none,4237161,0,1,2,2,9,2,0,0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,20,1,0,1
train,none,4242529,0,3,1,2,8,0,5,4,2,0,0,0,0,0,0,0,4,5,0,0,0,0,13,1,0,0
test,none,4242573,0,1,2,2,5,0,0,2,2,2,1,0,0,0,1,0,0,0,0,1,0,0,52,9,0,1
train,none,4246529,0,0,3,8,12,1,4,1,8,0,0,2,0,0,0,4,1,4,1,2,0,0,27,4,0,1
test,none,4247131,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1
train,major,7576371,0,11,30,20,87,11,7,3,20,0,0,0,8,2,4,22,3,11,4,3,0,0,56,1,1,0
train,none,4256584,0,1,1,5,7,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,1
train,none,4257893,0,3,5,3,23,3,4,2,3,1,1,0,2,0,0,0,3,4,0,1,0,0,26,1,0,1
train,none,4258444,0,4,1,2,4,1,1,2,2,1,5,0,0,0,0,0,0,1,0,0,0,0,38,1,0,1
train,none,4259369,0,5,4,9,16,1,3,0,9,0,0,1,1,0,0,0,1,3,0,3,0,0,37,1,0,1
train,none,4260514,0,2,1,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0
train,critical,4549169,0,7,18,29,85,0,23,3,29,3,2,0,0,0,0,0,11,23,0,1,0,0,83,1,0,0
train,none,4265826,0,1,1,2,3,1,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,16,1,0,1
train,none,4266432,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1
train,none,4273565,0,1,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1
train,none,4275268,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
train,none,4276035,1,4,1,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1
train,none,4276865,0,3,4,4,16,1,4,1,4,0,0,1,1,0,0,0,1,6,0,2,0,0,32,2,0,1
test,none,4282143,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,12,0,0,2,0,0,0,17,1,0,0
train,none,4282272,1,2,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0,0
test,none,4287634,0,4,1,6,6,0,1,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,12,1,0,0
test,none,4288257,0,1,3,3,7,2,1,1,3,0,0,0,1,0,0,0,0,1,0,1,0,0,10,2,0,0
train,none,4291944,1,3,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0
train,none,4297095,0,7,2,12,19,1,6,1,12,0,0,0,1,0,0,1,1,6,1,1,0,0,14,1,0,1
test,none,4298660,0,1,3,0,6,0,1,1,0,0,0,0,0,0,2,2,1,1,1,1,0,0,26,1,0,1
train,none,4298894,1,1,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12,2,0,1
train,none,4300952,0,2,3,4,10,2,1,1,4,0,0,0,1,0,0,0,0,1,0,1,0,0,8,1,0,1
train,none,4301165,0,5,2,5,11,1,2,2,5,0,0,0,0,1,0,0,1,2,0,1,0,0,14,1,0,0
train,none,4301198,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,4301341,0,7,6,5,19,1,1,4,5,0,0,0,4,0,1,2,2,3,1,1,0,0,14,1,0,0
train,none,4301429,0,4,1,6,4,0,1,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,6,4,0,0
train,none,4301441,0,2,4,3,15,2,0,2,3,0,0,0,2,0,0,1,0,0,0,2,0,0,14,9,0,0
train,none,4301650,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
train,none,4301941,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,4301991,0,2,2,1,6,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,8,1,0,0
train,none,4302252,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0
test,none,4302392,0,3,1,4,4,1,1,0,4,0,0,0,0,0,0,6,0,1,2,0,0,0,10,1,0,0
train,none,4302593,0,1,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,0,1
test,none,4303100,0,8,4,9,10,0,2,3,9,0,0,0,2,0,0,0,0,2,0,2,0,0,38,9,0,1
train,major,6730087,0,3,20,2,85,4,13,0,2,2,1,2,5,0,2,0,13,30,1,6,0,0,67,2,0,1
train,none,4309297,0,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
train,major,5573449,0,9,10,28,81,1,16,1,28,0,0,3,0,0,2,2,23,17,5,2,0,0,59,1,0,0
test,major,4311186,0,4,27,12,80,7,7,1,12,0,0,4,7,0,9,1,5,12,2,3,0,0,17,1,8,1
train,none,4312069,0,1,2,1,9,2,0,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,43,9,0,1
train,none,4315157,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1
train,critical,8560556,0,11,15,38,79,1,26,1,38,2,4,4,1,1,0,13,3,29,6,6,0,0,57,4,4,0
train,none,4316776,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,1,0,1
train,none,4318037,0,4,2,10,10,2,2,0,10,2,2,0,1,0,0,0,0,2,1,1,0,0,41,0,0,1
test,none,4318095,0,5,2,3,5,1,1,2,3,2,1,0,1,0,0,0,0,1,0,1,0,0,19,17,0,1
train,none,4318753,0,1,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,4319422,0,4,3,3,11,0,1,2,3,0,0,1,1,0,0,0,0,1,0,2,0,0,45,2,0,1
test,none,4320364,0,6,1,3,5,1,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,18,1,0,1
train,none,4322497,0,4,4,7,23,1,2,0,7,2,1,0,0,1,0,12,1,5,7,3,0,0,23,1,0,0
train,none,4322779,0,1,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,4324794,0,1,2,2,11,2,1,0,2,1,1,0,0,1,0,1,0,1,0,1,0,0,41,2,0,1
train,none,4327219,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,9,0,0
train,none,4330910,0,0,3,2,13,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,19,1,1,1
train,none,4332339,1,3,1,5,6,0,0,1,5,0,0,0,0,0,0,0,0,3,0,0,0,0,28,1,0,0
train,critical,9279084,1,0,1,6,79,0,6,0,6,0,0,0,0,0,0,177,5,6,0,0,0,0,22,2,0,0
train,none,4336972,0,3,2,2,5,2,1,1,2,1,1,0,1,0,0,0,0,1,0,1,0,0,18,1,0,1
train,none,4338632,0,2,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1
train,none,4345368,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0
train,none,4350115,0,5,1,2,6,1,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,30,9,0,1
train,none,4352708,1,7,4,14,23,0,7,5,14,0,0,1,2,0,0,0,1,8,0,2,0,0,113,0,0,1
train,none,4354720,0,7,5,11,14,0,2,0,11,0,0,0,2,0,1,0,0,4,0,1,0,0,25,2,0,1
train,major,9267571,0,10,17,12,78,1,6,1,12,2,2,0,7,2,2,0,0,23,0,2,0,0,67,1,0,0
train,none,4357598,0,1,2,2,13,1,0,4,2,0,0,0,0,1,0,0,0,0,0,1,1,0,20,10,0,1
train,none,4360681,0,2,1,2,3,1,0,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,39,9,0,1
test,none,4364314,0,1,2,2,6,0,1,1,2,2,4,0,0,0,0,0,0,1,0,1,0,0,8,1,0,0
train,none,4364662,0,4,1,1,3,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
train,none,4371297,1,2,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0
test,none,4371368,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
train,none,4371443,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0
train,none,4371699,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
test,none,4372641,0,2,2,1,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8,1,0,0
train,none,4380229,0,5,1,4,3,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0
train,none,4383044,1,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0
test,none,4383462,0,5,1,5,12,0,2,1,5,0,0,0,0,0,0,5,6,4,0,0,0,0,34,2,0,1
train,none,4384349,0,5,7,4,15,4,3,0,4,3,1,0,3,0,0,7,3,3,0,1,0,0,9,1,0,1
test,none,4386725,0,2,3,6,4,0,0,0,6,1,1,0,1,0,0,0,0,0,0,0,0,0,11,2,0,0
train,none,4388389,0,1,2,1,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,6,1,0,1
train,none,4392544,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1
train,none,4395308,0,3,1,4,6,1,2,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,12,1,0,0
test,none,4402431,0,4,2,12,15,1,3,3,12,1,1,0,0,0,0,0,0,3,0,1,0,0,16,9,0,0
test,none,4404036,1,2,1,1,3,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
train,none,4404282,0,1,1,1,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,26,2,0,1
train,none,4405841,0,2,3,5,12,3,1,1,5,0,0,0,1,0,4,0,0,1,0,1,0,0,9,1,0,1
test,none,4413486,0,8,3,8,15,0,2,5,8,0,0,1,0,0,0,0,0,2,0,2,0,0,13,2,0,0
train,none,4413679,0,2,2,6,11,0,1,1,6,0,0,0,0,1,0,1,0,1,1,2,0,0,15,1,0,0
train,none,4415593,0,3,4,3,10,0,1,1,3,0,0,0,3,0,0,1,0,2,0,2,0,0,14,1,0,0
train,none,4417149,0,3,1,3,7,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,15,2,0,0
train,none,4417713,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0
train,critical,4514229,0,1,23,2,77,1,22,2,2,0,0,1,11,0,43,0,71,56,44,3,0,0,59,10,0,0
train,none,4426916,0,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0
train,none,4430308,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,4431359,0,2,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0
train,none,4432151,0,2,2,5,9,1,0,1,5,0,0,0,0,0,0,2,0,0,2,1,0,0,8,1,0,0
train,none,4432223,0,2,3,4,9,2,1,1,4,0,0,1,0,0,0,0,1,1,0,2,0,0,10,9,0,0
test,none,4433801,0,1,1,4,4,0,0,1,4,0,0,0,0,0,0,3,0,0,1,0,0,0,18,9,0,1
train,none,4433943,0,2,3,8,10,2,2,0,8,0,0,1,0,0,0,2,1,3,0,1,0,0,5,9,0,0
train,none,4434430,0,2,1,5,6,0,1,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,22,2,1,1
train,none,4434538,0,4,1,1,3,1,0,5,1,1,14,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0
train,none,4435287,0,12,2,2,8,1,0,7,2,0,0,0,0,1,0,14,0,0,0,1,0,0,14,1,0,0
train,none,4435454,0,3,1,2,3,1,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0
train,none,4436948,0,1,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,1
train,none,4437678,1,0,1,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
train,none,4439983,0,10,3,8,12,1,0,2,8,0,0,0,0,0,0,4,0,0,0,2,0,0,11,1,0,0
train,none,4440109,0,3,1,2,5,1,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,9,2,0,0
train,none,4445017,0,1,3,5,14,2,1,0,5,3,1,0,1,0,4,0,6,6,8,1,0,0,23,1,0,0
train,none,4445309,0,0,7,2,7,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,11,1,0,0
test,none,4447157,0,6,9,10,26,1,1,2,10,0,0,1,1,0,0,0,6,7,0,3,0,0,9,1,0,0
train,none,4448520,0,4,3,3,19,0,2,0,3,0,0,0,1,1,0,1,4,7,0,2,0,0,9,1,0,0
train,major,6442583,0,5,13,14,75,2,4,2,14,1,1,1,1,1,0,0,16,17,0,3,0,0,41,1,0,0
train,none,4450051,0,2,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,0,0
test,none,4452266,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
test,none,4453471,0,4,4,5,16,1,2,1,5,0,0,0,3,0,0,0,3,5,1,3,0,0,9,1,0,0
train,none,4455712,0,1,4,6,19,0,3,2,6,0,0,0,2,1,0,3,1,4,0,2,0,0,38,1,2,1
train,none,4456439,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0
test,none,4457261,1,4,1,0,5,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0
train,none,4457799,0,0,2,0,3,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,12,1,0,1
train,none,4460754,0,2,1,3,3,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1
train,none,4462446,0,2,2,1,5,0,0,1,1,0,0,0,1,0,1,0,0,2,0,0,0,0,7,1,0,0
train,none,4462987,0,8,3,8,14,3,2,1,8,0,0,0,2,0,0,1,0,2,0,1,0,0,14,1,1,0
train,none,4465426,0,0,3,0,7,3,1,0,0,0,0,0,2,0,0,0,3,2,0,1,0,0,6,17,0,0
test,none,4467093,0,2,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0
train,none,4467152,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
train,none,4468174,0,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0
train,minor,5343588,0,15,15,37,73,2,18,2,37,1,1,2,3,2,0,6,1,20,6,3,0,0,100,1,5,0
train,none,4471010,0,0,2,3,9,0,1,4,3,0,0,0,0,0,0,0,0,5,3,1,0,0,8,1,0,0
train,none,4471454,0,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0
train,none,4473015,0,1,2,7,13,0,4,1,7,5,1,0,1,0,0,1,3,4,0,1,0,0,18,9,0,0
train,none,4473720,0,0,6,4,10,0,1,3,4,0,0,1,2,0,0,0,2,1,0,3,0,0,21,4,0,1
train,none,4474548,0,3,1,5,7,0,1,1,5,0,0,0,0,0,0,2,0,1,0,0,0,0,15,9,0,0
train,none,4475154,0,2,3,3,7,2,1,1,3,0,0,0,0,0,0,1,0,1,0,2,0,0,9,8,0,0
train,none,4476433,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,none,4479936,0,2,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0
train,none,4480085,0,1,9,9,24,3,2,1,9,6,2,0,5,0,4,0,0,9,0,1,0,0,12,1,0,0
train,none,4484891,0,7,1,11,11,0,2,0,11,0,0,0,0,0,0,4,9,2,0,0,0,0,14,2,0,0
train,none,4486552,0,2,3,1,9,1,2,1,1,0,0,1,1,0,0,1,1,2,0,2,0,0,17,2,0,0
train,none,4487410,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,none,4487581,0,2,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0
train,major,7697841,0,4,19,15,73,1,11,1,15,0,0,0,6,3,0,17,15,19,3,2,0,0,69,9,0,1
train,critical,6564535,0,14,24,32,72,1,13,3,32,6,4,2,7,0,3,1,5,18,1,5,0,0,45,2,0,0
test,major,9377204,0,2,18,28,72,0,16,1,28,1,1,0,9,0,2,1,10,29,12,4,0,0,40,1,0,0
train,none,4490936,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0
train,none,4491391,0,4,3,7,18,1,1,1,7,1,1,0,1,1,0,2,1,5,1,1,0,0,26,1,2,1
train,none,4493485,0,3,1,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,10,0,0
train,none,4494161,0,2,2,4,10,1,2,0,4,1,1,1,0,0,0,26,0,5,3,1,0,0,69,10,0,1
train,none,4496060,0,0,8,0,20,8,0,1,0,0,0,0,0,0,0,7,7,0,0,1,0,0,5,9,0,0
test,none,4496686,0,3,4,4,21,2,2,1,4,0,0,0,1,1,0,2,0,4,0,2,0,0,18,1,0,0
train,none,4498016,0,2,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
train,major,4308723,0,10,12,16,71,1,5,4,16,0,0,0,1,6,0,0,0,8,0,2,0,0,54,2,8,1
train,none,4500508,0,2,2,4,11,1,2,1,4,0,0,0,1,0,0,1,0,3,0,1,0,0,11,2,0,0
train,none,4501314,1,1,1,1,5,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,10,4,0,0
test,none,4502504,0,0,3,1,6,2,2,2,1,0,0,0,2,0,0,0,0,2,0,1,0,0,8,18,0,0
test,none,4504481,0,4,8,7,15,0,1,2,7,2,1,0,0,1,1,1,0,2,0,4,0,0,19,1,1,0
train,none,4512609,0,5,3,4,10,0,1,1,4,1,1,0,1,0,1,0,0,1,0,2,0,0,14,1,0,0
test,major,4995171,0,3,20,10,71,2,6,0,10,0,0,0,2,0,0,13,0,10,2,3,0,0,24,1,0,0
train,major,8922371,0,3,15,14,71,0,1,2,14,0,0,1,7,0,0,0,6,7,0,3,0,0,5,1,0,0
train,none,4522222,0,1,3,5,13,0,2,2,5,0,0,0,0,0,0,0,0,2,0,2,0,0,5,1,0,0
train,major,8636644,0,0,23,10,67,1,10,2,10,0,0,7,1,0,2,12,24,15,11,3,0,0,52,9,0,1
train,none,4527035,1,1,1,2,5,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,7,1,0,1
train,none,4527162,0,4,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,major,5338990,0,5,12,9,66,0,7,2,9,0,0,0,0,0,0,12,0,7,0,3,0,0,38,4,12,0
train,none,4534287,0,8,1,2,3,1,0,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,7,1,0,0
train,none,4534763,0,1,3,2,5,0,0,2,2,1,2,0,0,0,0,0,1,0,0,1,0,0,10,4,0,0
train,none,4535026,1,1,1,3,41,0,1,0,3,1,1,0,0,0,0,38,1,2,1,0,0,0,38,1,0,0
train,none,4536178,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
train,none,4541660,0,6,1,8,10,0,1,2,8,4,2,0,0,0,0,0,0,1,0,0,0,0,13,1,0,0
test,none,4541855,1,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0
train,none,4546223,0,1,2,4,9,0,1,1,4,0,0,0,0,1,0,0,0,1,0,1,0,0,6,1,1,0
train,critical,4514232,0,15,23,19,65,0,20,1,19,1,1,2,12,0,12,21,4,28,5,3,0,0,58,33,0,0
train,none,4550371,0,4,2,3,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,0
test,none,4553122,0,4,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,none,4553401,0,3,1,4,7,1,2,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,15,2,0,0
train,none,4553880,0,1,2,5,6,1,0,0,5,0,0,0,2,0,0,0,0,1,0,1,0,0,27,0,0,1
test,none,4555364,0,2,4,4,14,3,0,1,4,1,1,0,0,0,2,0,0,0,0,1,0,0,21,9,0,0
train,none,4561905,0,4,2,0,3,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15,1,0,1
train,none,4564618,0,1,1,1,6,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,7,1,0,1
train,critical,5310114,0,9,16,26,65,4,11,5,26,6,15,1,6,0,0,15,6,12,0,3,0,0,92,4,0,1
train,critical,7923456,0,4,2,0,65,1,0,3,0,0,0,0,1,0,0,0,0,1,0,1,1,0,45,1,0,0
train,major,7184071,0,1,20,4,65,0,11,1,4,1,2,1,4,0,0,2,4,35,1,3,0,0,24,2,0,0
train,none,4572409,0,3,2,0,8,1,0,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,13,8,0,0
train,none,4574673,0,2,4,2,8,1,0,1,2,1,1,1,2,0,0,0,1,0,0,1,0,0,10,1,0,1
train,major,8685299,0,6,17,14,64,2,8,4,14,0,0,2,4,5,0,19,0,13,0,4,0,0,27,9,0,0
train,none,4578782,0,3,1,3,5,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0
train,none,4578967,0,6,3,6,8,1,1,1,6,1,1,0,1,0,0,0,1,2,0,1,0,0,21,1,0,0
train,minor,4794965,0,2,20,20,64,1,1,2,20,1,2,0,19,0,0,0,0,20,0,1,0,0,12,1,0,0
train,none,4583764,0,3,6,3,18,0,8,1,3,0,0,1,1,0,2,0,4,11,2,2,0,0,34,2,0,1
train,none,4586123,0,1,4,1,11,2,0,1,1,1,1,0,1,0,2,0,2,0,0,1,0,0,41,1,0,1
test,none,4591956,0,8,5,10,12,1,2,1,10,0,0,0,4,0,0,0,5,2,0,2,0,0,16,2,0,0
test,none,4593309,0,4,3,5,11,1,2,1,5,1,1,1,0,0,0,1,0,2,0,1,0,0,23,1,1,1
train,none,4594104,0,2,2,2,5,0,1,1,2,1,1,1,0,0,0,0,1,1,0,1,0,0,21,1,0,1
test,none,4595799,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,0,1
test,none,4600851,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
train,none,4602360,0,4,2,7,8,0,0,1,7,0,0,1,0,0,0,0,0,0,0,1,0,0,11,1,0,0
train,none,4602475,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0
test,critical,5278260,0,10,26,32,63,1,10,2,32,8,4,3,10,4,1,2,1,17,0,7,0,0,60,4,0,1
train,none,4609125,0,1,1,2,4,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0
test,none,4612119,0,1,2,1,5,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,9,2,0,0
test,none,4613952,0,2,5,4,11,3,3,2,4,0,0,1,0,0,0,0,0,3,0,2,0,0,30,9,0,1
train,none,4617521,0,1,2,1,8,2,0,2,1,1,1,0,0,0,2,0,0,0,1,1,0,0,4,9,0,0
train,none,4618565,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,4625303,0,2,1,2,3,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0
train,none,4627996,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,12,2,0,0
test,none,4634029,0,0,2,1,7,1,1,0,1,0,0,1,0,0,0,0,0,2,2,1,0,0,10,1,0,1
train,none,4634262,0,0,1,3,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,23,1,0,0
test,none,4634991,0,4,1,6,7,0,2,5,6,0,0,0,0,0,0,0,0,2,0,0,0,0,11,2,0,0
train,major,5982466,0,7,20,25,62,1,11,1,25,7,10,3,5,0,3,20,6,20,5,4,0,0,46,1,0,0
test,none,4651628,0,6,2,2,10,1,1,1,2,0,0,0,0,1,0,1,0,1,1,1,0,0,17,2,0,0
train,none,4654593,0,1,2,2,6,0,1,1,2,0,0,1,0,0,0,0,1,1,0,1,0,0,10,1,0,0
train,none,4656234,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0
train,none,4661344,0,1,1,1,3,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14,2,0,1
