,file,class,method,Predicted_Values,Predicted_Index,wmc,loc,maxNestedBlocksQty,Predicted_Metrics,Euclidean_dist
89,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\image\EnglishCharacterMapper.java,hr.fer.zemris.image.EnglishCharacterMapper,mapCharacter/1[char],critical,216,54,86,1,[40. 90.  4.],[14.86606875]
90,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\image\EnglishCharacterMapper.java,hr.fer.zemris.image.EnglishCharacterMapper,mapInteger/1[int],critical,472,28,60,1,[26. 62.  3.],[3.46410162]
91,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\DilationFilter.java,hr.fer.zemris.filters.DilationFilter,toString/0,none,0,1,3,0,[1. 3. 0.],[0.]
92,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\DilationFilter.java,hr.fer.zemris.filters.DilationFilter,"convolve/3[int,int,java.awt.image.BufferedImage]",none,373,7,10,3,[ 6. 10.  3.],[1.]
93,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\DilationFilter.java,hr.fer.zemris.filters.DilationFilter,clone/1[java.awt.image.BufferedImage],none,45,1,7,0,[1. 7. 0.],[0.]
94,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\DilationFilter.java,hr.fer.zemris.filters.DilationFilter,applyFilter/1[java.awt.image.BufferedImage],none,70,4,14,3,[ 4. 14.  3.],[0.]
95,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\DilationFilter.java,hr.fer.zemris.filters.DilationFilter,getName/0,none,0,1,3,0,[1. 3. 0.],[0.]
96,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\image\ImageViewer.java,hr.fer.zemris.gui.image.ImageViewer,getImage/0,none,0,1,3,0,[1. 3. 0.],[0.]
97,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\image\ImageViewer.java,hr.fer.zemris.gui.image.ImageViewer,ImageViewer/1[java.lang.String],none,0,1,3,0,[1. 3. 0.],[0.]
98,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\image\ImageViewer.java,hr.fer.zemris.gui.image.ImageViewer,setImage/1[java.awt.image.BufferedImage],none,0,1,3,0,[1. 3. 0.],[0.]
99,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\image\ImageViewer.java,hr.fer.zemris.gui.image.ImageViewer,setTitle/1[java.lang.String],none,0,1,3,0,[1. 3. 0.],[0.]
100,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\image\ImageViewer.java,hr.fer.zemris.gui.image.ImageViewer,"ImageViewer/2[java.lang.String,java.awt.image.BufferedImage]",none,165,1,17,0,[ 1. 17.  0.],[0.]
101,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\LearningNetTask.java,hr.fer.zemris.gui.nnet.LearningNetTask$Anonymous1,run/0,none,925,1,25,0,[ 1. 25.  0.],[0.]
102,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\LearningNetTask.java,hr.fer.zemris.gui.nnet.LearningNetTask,startLearning/0,major,1354,1,31,0,[ 2. 32.  1.],[1.73205081]
103,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\LearningNetTask.java,hr.fer.zemris.gui.nnet.LearningNetTask,removeListener/1[hr.fer.zemris.gui.nnet.INetTaskListener],none,0,1,3,0,[1. 3. 0.],[0.]
104,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\LearningNetTask.java,hr.fer.zemris.gui.nnet.LearningNetTask,stopLearning/0,none,19,2,8,1,[2. 8. 1.],[0.]
105,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\LearningNetTask.java,hr.fer.zemris.gui.nnet.LearningNetTask,"LearningNetTask/7[java.nio.file.Path,java.nio.file.Path,hr.fer.zemris.gui.console.JConsole,hr.fer.zemris.gui.nnet.IDataSetLoader,double,double,java.lang.String]",none,117,1,10,0,[ 1. 10.  0.],[0.]
106,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\LearningNetTask.java,hr.fer.zemris.gui.nnet.LearningNetTask,addListener/1[hr.fer.zemris.gui.nnet.INetTaskListener],none,0,1,3,0,[1. 3. 0.],[0.]
107,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\OneToOneDiagonalCrossTest_SmallTest.java,hr.fer.zemris.test.smallTest.OneToOneDiagonalCrossTest_SmallTest,"learnNeuralNet/2[hr.fer.zemris.test.smallTest.DataSet,hr.fer.zemris.test.smallTest.DataSet]",none,379,1,11,0,[ 1. 11.  0.],[0.]
108,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\OneToOneDiagonalCrossTest_SmallTest.java,hr.fer.zemris.test.smallTest.OneToOneDiagonalCrossTest_SmallTest,"testNeuralNet/3[hr.fer.zemris.test.smallTest.NeuralNetwork,hr.fer.zemris.test.smallTest.DataSet,java.lang.String]",none,1724,6,26,5,[ 6. 25.  5.],[1.]
109,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\OneToOneDiagonalCrossTest_SmallTest.java,hr.fer.zemris.test.smallTest.OneToOneDiagonalCrossTest_SmallTest,"isOutputSame/2[double[],double[]]",none,1589,8,23,2,[ 7. 23.  2.],[1.]
110,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\OneToOneDiagonalCrossTest_SmallTest.java,hr.fer.zemris.test.smallTest.OneToOneDiagonalCrossTest_SmallTest,loadInputImages/1[java.lang.String],none,166,3,19,2,[ 3. 19.  2.],[0.]
111,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\OneToOneDiagonalCrossTest_SmallTest.java,hr.fer.zemris.test.smallTest.OneToOneDiagonalCrossTest_SmallTest,"testLearnedNeuralNet/2[hr.fer.zemris.test.smallTest.DataSet,hr.fer.zemris.test.smallTest.DataSet]",none,42,2,7,1,[2. 7. 1.],[0.]
112,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\OneToOneDiagonalCrossTest_SmallTest.java,hr.fer.zemris.test.smallTest.OneToOneDiagonalCrossTest_SmallTest,main/1[java.lang.String[]],none,34,2,10,1,[ 2. 10.  1.],[0.]
113,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\OneToOneDiagonalCrossTest_SmallTest.java,hr.fer.zemris.test.smallTest.OneToOneDiagonalCrossTest_SmallTest,loadDataSet/1[java.lang.String],none,239,3,13,2,[ 3. 13.  2.],[0.]
114,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\MatrixFeatureVector.java,hr.fer.zemris.learn.MatrixFeatureVector,MatrixFeatureVector/1[hr.fer.zemris.learn.InputImage],none,0,1,3,0,[1. 3. 0.],[0.]
115,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\MatrixFeatureVector.java,hr.fer.zemris.learn.MatrixFeatureVector,"MatrixFeatureVector/2[double[],double[]]",none,0,1,3,0,[1. 3. 0.],[0.]
116,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\MatrixFeatureVector.java,hr.fer.zemris.learn.MatrixFeatureVector,"MatrixFeatureVector/2[int,int]",none,0,1,3,0,[1. 3. 0.],[0.]
117,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\MatrixFeatureVector.java,hr.fer.zemris.learn.MatrixFeatureVector,"MatrixFeatureVector/2[java.util.List<java.lang.Double>,java.util.List<java.lang.Double>]",none,0,1,3,0,[1. 3. 0.],[0.]
118,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\console\JConsole.java,hr.fer.zemris.gui.console.JConsole,addLog/1[java.lang.String],none,308,2,13,1,[ 2. 13.  1.],[0.]
119,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\console\JConsole.java,hr.fer.zemris.gui.console.JConsole,clear/0,none,0,1,3,0,[1. 3. 0.],[0.]
120,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\console\JConsole.java,hr.fer.zemris.gui.console.JConsole,JConsole/0,none,559,1,9,0,[1. 9. 0.],[0.]
121,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\image\CroatianCharacterMapper.java,hr.fer.zemris.image.CroatianCharacterMapper,mapCharacter/1[char],none,78,1,2,0,[1. 2. 0.],[0.]
122,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\image\CroatianCharacterMapper.java,hr.fer.zemris.image.CroatianCharacterMapper,getSize/0,none,0,1,3,0,[1. 3. 0.],[0.]
123,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\image\CroatianCharacterMapper.java,hr.fer.zemris.image.CroatianCharacterMapper,mapInteger/1[int],none,78,1,2,0,[1. 2. 0.],[0.]
124,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BinarizationFilter.java,hr.fer.zemris.filters.BinarizationFilter,toString/0,none,0,1,3,0,[1. 3. 0.],[0.]
125,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BinarizationFilter.java,hr.fer.zemris.filters.BinarizationFilter,applyFilter/1[java.awt.image.BufferedImage],none,1,1,4,0,[1. 4. 0.],[0.]
126,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BinarizationFilter.java,hr.fer.zemris.filters.BinarizationFilter,getName/0,none,0,1,3,0,[1. 3. 0.],[0.]
127,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalStructuralFeatureVector.java,hr.fer.zemris.learn.DiagonalStructuralFeatureVector$StructuralPoints,"StructuralPoints/3[int,int,int]",none,15,1,5,0,[1. 5. 0.],[0.]
128,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\VerticalHorizontalProjection.java,hr.fer.zemris.learn.VerticalHorizontalProjection,"VerticalHorizontalProjection/2[double[],double[]]",none,0,1,3,0,[1. 3. 0.],[0.]
129,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\VerticalHorizontalProjection.java,hr.fer.zemris.learn.VerticalHorizontalProjection,"VerticalHorizontalProjection/2[int,int]",none,0,1,3,0,[1. 3. 0.],[0.]
130,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\VerticalHorizontalProjection.java,hr.fer.zemris.learn.VerticalHorizontalProjection,calculateVectors/0,none,579,8,25,4,[ 9. 25.  4.],[1.]
131,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\VerticalHorizontalProjection.java,hr.fer.zemris.learn.VerticalHorizontalProjection,"VerticalHorizontalProjection/2[int,double[]]",none,0,1,3,0,[1. 3. 0.],[0.]
132,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\VerticalHorizontalProjection.java,hr.fer.zemris.learn.VerticalHorizontalProjection,"VerticalHorizontalProjection/2[java.util.List<java.lang.Double>,java.util.List<java.lang.Double>]",none,0,1,3,0,[1. 3. 0.],[0.]
133,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\VerticalHorizontalProjection.java,hr.fer.zemris.learn.VerticalHorizontalProjection,VerticalHorizontalProjection/1[hr.fer.zemris.learn.InputImage],none,15,1,5,0,[1. 5. 0.],[0.]
134,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\image\UniqueLetterMapper.java,hr.fer.zemris.image.UniqueLetterMapper,mapLetter/1[java.lang.Character],none,78,1,2,0,[1. 2. 0.],[0.]
135,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalTest,"testNeuralNet/3[hr.fer.zemris.test.english.NeuralNetwork,hr.fer.zemris.test.english.DataSet,java.lang.String]",none,1724,6,26,5,[ 6. 25.  5.],[1.]
136,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalTest,"isOutputSame/2[double[],double[]]",none,142,7,21,2,[ 7. 22.  2.],[1.]
137,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalTest,"testLearnedNeuralNet/2[hr.fer.zemris.test.english.DataSet,hr.fer.zemris.test.english.DataSet]",none,19,2,8,1,[2. 8. 1.],[0.]
138,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalTest,loadInputImages/1[java.lang.String],none,226,3,18,2,[ 3. 18.  2.],[0.]
139,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalTest,"learnNeuralNet/2[hr.fer.zemris.test.english.DataSet,hr.fer.zemris.test.english.DataSet]",none,379,1,11,0,[ 1. 11.  0.],[0.]
140,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalTest,loadDataSet/1[java.lang.String],none,239,3,13,2,[ 3. 13.  2.],[0.]
141,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalTest,main/1[java.lang.String[]],none,34,2,10,1,[ 2. 10.  1.],[0.]
142,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalTest,"isVectorSame/2[double[],double[]]",none,2290,6,11,2,[ 6. 11.  2.],[0.]
143,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishUpercaseOneToOneHroziontal_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishUpercaseOneToOneHroziontal_SmallTest,"learnNeuralNet/2[hr.fer.zemris.learn.DataSet,hr.fer.zemris.learn.DataSet]",none,379,1,11,0,[ 1. 11.  0.],[0.]
144,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishUpercaseOneToOneHroziontal_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishUpercaseOneToOneHroziontal_SmallTest,"isOutputSame/2[double[],double[]]",none,1589,8,23,2,[ 7. 23.  2.],[1.]
145,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishUpercaseOneToOneHroziontal_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishUpercaseOneToOneHroziontal_SmallTest,"isVectorSame/2[double[],double[]]",none,2290,6,11,2,[ 6. 11.  2.],[0.]
146,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishUpercaseOneToOneHroziontal_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishUpercaseOneToOneHroziontal_SmallTest,"testNeuralNet/3[hr.fer.zemris.learn.NeuralNetwork,hr.fer.zemris.learn.DataSet,java.lang.String]",none,1724,6,26,5,[ 6. 25.  5.],[1.]
147,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishUpercaseOneToOneHroziontal_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishUpercaseOneToOneHroziontal_SmallTest,"testLearnedNeuralNet/2[hr.fer.zemris.learn.DataSet,hr.fer.zemris.learn.DataSet]",none,15,1,5,0,[1. 5. 0.],[0.]
148,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishUpercaseOneToOneHroziontal_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishUpercaseOneToOneHroziontal_SmallTest,loadInputImages/1[java.lang.String],none,2205,4,22,3,[ 4. 22.  3.],[0.]
149,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishUpercaseOneToOneHroziontal_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishUpercaseOneToOneHroziontal_SmallTest,main/1[java.lang.String[]],none,34,2,10,1,[ 2. 10.  1.],[0.]
150,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishUpercaseOneToOneHroziontal_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishUpercaseOneToOneHroziontal_SmallTest,loadDataSet/1[java.lang.String],none,239,3,13,2,[ 3. 13.  2.],[0.]
151,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\LearningTestSetEvaluator.java,hr.fer.zemris.gui.nnet.LearningTestSetEvaluator,"isOutputSame/2[double[],double[]]",none,430,6,18,2,[ 6. 18.  2.],[0.]
152,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\LearningTestSetEvaluator.java,hr.fer.zemris.gui.nnet.LearningTestSetEvaluator,"LearningTestSetEvaluator/4[java.lang.String,hr.fer.zemris.gui.nnet.DataSet,hr.fer.zemris.gui.nnet.DataSet,hr.fer.zemris.gui.console.JConsole]",none,4,1,8,0,[1. 8. 0.],[0.]
153,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\LearningTestSetEvaluator.java,hr.fer.zemris.gui.nnet.LearningTestSetEvaluator,handleLearningEvent/1[hr.fer.zemris.gui.nnet.LearningEvent],major,1073,7,36,3,[ 7. 36.  3.],[0.]
154,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneHorizontalTest.java,hr.fer.zemris.test.croatian.OneToOneHorizontalTest,"isVectorSame/2[double[],double[]]",none,2290,6,11,2,[ 6. 11.  2.],[0.]
155,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneHorizontalTest.java,hr.fer.zemris.test.croatian.OneToOneHorizontalTest,"isOutputSame/2[double[],double[]]",none,1589,8,23,2,[ 7. 23.  2.],[1.]
156,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneHorizontalTest.java,hr.fer.zemris.test.croatian.OneToOneHorizontalTest,"testLearnedNeuralNet/2[hr.fer.zemris.test.croatian.DataSet,hr.fer.zemris.test.croatian.DataSet]",none,19,2,8,1,[2. 8. 1.],[0.]
157,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneHorizontalTest.java,hr.fer.zemris.test.croatian.OneToOneHorizontalTest,"learnNeuralNet/2[hr.fer.zemris.test.croatian.DataSet,hr.fer.zemris.test.croatian.DataSet]",none,379,1,11,0,[ 1. 11.  0.],[0.]
158,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneHorizontalTest.java,hr.fer.zemris.test.croatian.OneToOneHorizontalTest,loadInputImages/1[java.lang.String],none,166,3,19,2,[ 3. 19.  2.],[0.]
159,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneHorizontalTest.java,hr.fer.zemris.test.croatian.OneToOneHorizontalTest,loadDataSet/1[java.lang.String],none,239,3,13,2,[ 3. 13.  2.],[0.]
160,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneHorizontalTest.java,hr.fer.zemris.test.croatian.OneToOneHorizontalTest,main/1[java.lang.String[]],none,34,2,10,1,[ 2. 10.  1.],[0.]
161,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneHorizontalTest.java,hr.fer.zemris.test.croatian.OneToOneHorizontalTest,"testNeuralNet/3[hr.fer.zemris.test.croatian.NeuralNetwork,hr.fer.zemris.test.croatian.DataSet,java.lang.String]",none,1724,6,26,5,[ 6. 25.  5.],[1.]
162,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\image\ICharacterMapper.java,hr.fer.zemris.image.ICharacterMapper,mapInteger/1[int],none,78,1,1,0,[1. 2. 0.],[1.]
163,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\image\ICharacterMapper.java,hr.fer.zemris.image.ICharacterMapper,mapCharacter/1[char],none,78,1,1,0,[1. 2. 0.],[1.]
164,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\image\ICharacterMapper.java,hr.fer.zemris.image.ICharacterMapper,getSize/0,none,78,1,1,0,[1. 2. 0.],[1.]
165,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\NearestNeighborScaleFilter.java,hr.fer.zemris.filters.NearestNeighborScaleFilter,toString/0,none,0,1,3,0,[1. 3. 0.],[0.]
166,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\NearestNeighborScaleFilter.java,hr.fer.zemris.filters.NearestNeighborScaleFilter,applyFilter/1[java.awt.image.BufferedImage],none,213,3,16,2,[ 3. 16.  2.],[0.]
167,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\NearestNeighborScaleFilter.java,hr.fer.zemris.filters.NearestNeighborScaleFilter,getName/0,none,0,1,3,0,[1. 3. 0.],[0.]
168,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\NearestNeighborScaleFilter.java,hr.fer.zemris.filters.NearestNeighborScaleFilter,"NearestNeighborScaleFilter/2[int,int]",none,1,1,4,0,[1. 4. 0.],[0.]
169,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\TestSetEvaluator.java,hr.fer.zemris.learn.TestSetEvaluator,"TestSetEvaluator/3[java.lang.String,hr.fer.zemris.learn.DataSet,hr.fer.zemris.learn.DataSet]",none,45,1,7,0,[1. 7. 0.],[0.]
170,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\TestSetEvaluator.java,hr.fer.zemris.learn.TestSetEvaluator,handleLearningEvent/1[hr.fer.zemris.learn.LearningEvent],major,1073,7,36,3,[ 7. 36.  3.],[0.]
171,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\TestSetEvaluator.java,hr.fer.zemris.learn.TestSetEvaluator,"isOutputSame/2[double[],double[]]",none,430,6,18,2,[ 6. 18.  2.],[0.]
172,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\ImagePreviewTab.java,hr.fer.zemris.gui.tabs.ImagePreviewTab,ImagePreviewTab/0,none,1,1,4,0,[1. 4. 0.],[0.]
173,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\ImagePreviewTab.java,hr.fer.zemris.gui.tabs.ImagePreviewTab,initGUI/0,none,141,6,55,2,[ 7. 55.  3.],[1.41421356]
174,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\ResizeFilter.java,hr.fer.zemris.filters.ResizeFilter,applyFilter/1[java.awt.image.BufferedImage],none,13,1,6,0,[1. 6. 0.],[0.]
175,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\ResizeFilter.java,hr.fer.zemris.filters.ResizeFilter,toString/0,none,0,1,3,0,[1. 3. 0.],[0.]
176,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\ResizeFilter.java,hr.fer.zemris.filters.ResizeFilter,ResizeFilter/1[int],none,0,1,3,0,[1. 3. 0.],[0.]
177,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\ResizeFilter.java,hr.fer.zemris.filters.ResizeFilter,getName/0,none,0,1,3,0,[1. 3. 0.],[0.]
178,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalStructuralTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalStructuralTest,"isVectorSame/2[double[],double[]]",none,2290,6,11,2,[ 6. 11.  2.],[0.]
179,D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalStructuralTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalStructuralTest,"testLearnedNeuralNet/2[hr.fer.zemris.learn.DataSet,hr.fer.zemris.learn.DataSet]",none,19,2,8,1,[2. 8. 1.],[0.]
