file,class,method,variable,usage
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"isVectorSame/2[double[],double[]]",i,6
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"isVectorSame/2[double[],double[]]",first,3
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"isVectorSame/2[double[],double[]]",second,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"testLearnedNeuralNet/2[hr.fer.zemris.test.english.DataSet,hr.fer.zemris.test.english.DataSet]",entry,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"testLearnedNeuralNet/2[hr.fer.zemris.test.english.DataSet,hr.fer.zemris.test.english.DataSet]",testSet,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"testLearnedNeuralNet/2[hr.fer.zemris.test.english.DataSet,hr.fer.zemris.test.english.DataSet]",nnet,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"testLearnedNeuralNet/2[hr.fer.zemris.test.english.DataSet,hr.fer.zemris.test.english.DataSet]",trainingSet,0
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"isOutputSame/2[double[],double[]]",maxIndex,4
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"isOutputSame/2[double[],double[]]",maxValue,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"isOutputSame/2[double[],double[]]",netOutput,3
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"isOutputSame/2[double[],double[]]",index,4
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"isOutputSame/2[double[],double[]]",i,10
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"isOutputSame/2[double[],double[]]",desiredOutput,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadInputImages/1[java.lang.String],path,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadInputImages/1[java.lang.String],image,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadInputImages/1[java.lang.String],images,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadInputImages/1[java.lang.String],inputPath,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadInputImages/1[java.lang.String],e,0
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadInputImages/1[java.lang.String],name,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadInputImages/1[java.lang.String],inputImages,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadInputImages/1[java.lang.String],binImage,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadInputImages/1[java.lang.String],stringPath,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadInputImages/1[java.lang.String],finder,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"learnNeuralNet/2[hr.fer.zemris.test.english.DataSet,hr.fer.zemris.test.english.DataSet]",testSet,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"learnNeuralNet/2[hr.fer.zemris.test.english.DataSet,hr.fer.zemris.test.english.DataSet]",testEvaluator,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"learnNeuralNet/2[hr.fer.zemris.test.english.DataSet,hr.fer.zemris.test.english.DataSet]",nnet,3
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"learnNeuralNet/2[hr.fer.zemris.test.english.DataSet,hr.fer.zemris.test.english.DataSet]",bp,4
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,"learnNeuralNet/2[hr.fer.zemris.test.english.DataSet,hr.fer.zemris.test.english.DataSet]",trainingSet,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadDataSet/1[java.lang.String],output,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadDataSet/1[java.lang.String],path,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadDataSet/1[java.lang.String],image,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadDataSet/1[java.lang.String],images,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadDataSet/1[java.lang.String],index,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadDataSet/1[java.lang.String],vector,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,loadDataSet/1[java.lang.String],dataSet,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,main/1[java.lang.String[]],args,0
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,main/1[java.lang.String[]],testSet,3
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalTest,main/1[java.lang.String[]],trainingSet,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalEulerCrossFeatureVector.java,hr.fer.zemris.learn.DiagonalEulerCrossFeatureVector$Tuple,"Tuple/2[int,int]",crossPoints,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalEulerCrossFeatureVector.java,hr.fer.zemris.learn.DiagonalEulerCrossFeatureVector$Tuple,"Tuple/2[int,int]",endPoints,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,"DiagonalFeatureVector/2[int,int]",outputSize,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,"DiagonalFeatureVector/2[int,int]",inputSize,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,"DiagonalFeatureVector/2[int,double[]]",output,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,"DiagonalFeatureVector/2[int,double[]]",inputSize,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateVectors/0,image,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateVectors/0,vSum,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateVectors/0,offset,3
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateVectors/0,i,23
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateVectors/0,j,11
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateVectors/0,counter,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateVectors/0,hMean,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateVectors/0,hSum,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateVectors/0,width,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateVectors/0,vMean,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateVectors/0,vCount,5
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateVectors/0,vector,5
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateVectors/0,hCount,10
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateVectors/0,height,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,"DiagonalFeatureVector/2[java.util.List<java.lang.Double>,java.util.List<java.lang.Double>]",output,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,"DiagonalFeatureVector/2[java.util.List<java.lang.Double>,java.util.List<java.lang.Double>]",input,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,DiagonalFeatureVector/1[hr.fer.zemris.learn.InputImage],inputImage,3
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,"getZone/3[int,int,int[][]]",input,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,"getZone/3[int,int,int[][]]",zone,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,"getZone/3[int,int,int[][]]",iOffset,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,"getZone/3[int,int,int[][]]",i,4
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,"getZone/3[int,int,int[][]]",j,4
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,"getZone/3[int,int,int[][]]",jOffset,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,"DiagonalFeatureVector/2[double[],double[]]",output,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,"DiagonalFeatureVector/2[double[],double[]]",input,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateZone/1[int[][]],sliceSize,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateZone/1[int[][]],zone,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateZone/1[int[][]],count,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateZone/1[int[][]],i,6
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateZone/1[int[][]],sum,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateZone/1[int[][]],z,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateZone/1[int[][]],j,4
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalFeatureVector.java,hr.fer.zemris.learn.DiagonalFeatureVector,calculateZone/1[int[][]],sliceSum,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,"BilinearScaleFilter/2[int,int]",newWidth,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,"BilinearScaleFilter/2[int,int]",newHeight,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],scaledImage,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],A,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],B,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],C,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],D,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],xRatio,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],xDiff,5
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],i,5
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],j,5
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],grey,4
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],yDiff,5
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],width,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],x,6
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],yRatio,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],y,6
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],sourceImage,7
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\BilinearScaleFilter.java,hr.fer.zemris.filters.BilinearScaleFilter,applyFilter/1[java.awt.image.BufferedImage],height,1
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalCrossTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalCrossTest,"isVectorSame/2[double[],double[]]",i,6
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalCrossTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalCrossTest,"isVectorSame/2[double[],double[]]",first,3
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalCrossTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalCrossTest,"isVectorSame/2[double[],double[]]",second,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalCrossTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalCrossTest,"isOutputSame/2[double[],double[]]",maxIndex,4
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalCrossTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalCrossTest,"isOutputSame/2[double[],double[]]",maxValue,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalCrossTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalCrossTest,"isOutputSame/2[double[],double[]]",netOutput,3
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalCrossTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalCrossTest,"isOutputSame/2[double[],double[]]",index,4
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalCrossTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalCrossTest,"isOutputSame/2[double[],double[]]",i,10
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalCrossTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalCrossTest,"isOutputSame/2[double[],double[]]",desiredOutput,2
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalCrossTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalCrossTest,"testLearnedNeuralNet/2[hr.fer.zemris.test.croatian.DataSet,hr.fer.zemris.test.croatian.DataSet]",entry,0
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalCrossTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalCrossTest,"testLearnedNeuralNet/2[hr.fer.zemris.test.croatian.DataSet,hr.fer.zemris.test.croatian.DataSet]",testSet,1
